cik,entityName,ticker,stateOfIncorporation,sic,sicDescription,industryCategory,fiscalYear,period,Revenues,NetIncomeLoss,OperatingIncomeLoss,Assets,Liabilities,StockholdersEquity,CashAndCashEquivalentsAtCarryingValue,ResearchAndDevelopmentExpense,OperatingCashFlow,Goodwill,IntangibleAssetsNetExcludingGoodwill,PatentsIssued,dataCompleteness,dataFreshness,yearAvailability,file_path
1029125,"Panbela Therapeutics, Inc.",,Massachusetts,2839,Miscellaneous Biological and Medicinal Products,Biotechnology,2021,FY,,-10135000,-10010000,12872000,2660000,10212000,11867000,5423000,-6704000,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001029125.json
1029125,"Panbela Therapeutics, Inc.",,Massachusetts,2839,Miscellaneous Biological and Medicinal Products,Biotechnology,2020,FY,,-4768000,-5754000,9813000,1365000,8448000,9022000,2505000,-3854000,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001029125.json
1029125,"Panbela Therapeutics, Inc.",,Massachusetts,2839,Miscellaneous Biological and Medicinal Products,Biotechnology,2019,FY,,-41300000,-4322000,3144000,1759000,1385000,2449000,2349000,-2739000,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001029125.json
1986247,"Park Ha Biological Technology Co., Ltd.",,CorÈe du Sud,2836,Biological Products (Except Diagnostic),Biotechnology,2024,FY,2381851,478561,793714,3083283,1577198,1506085,547498,36714,960470,,7621,,100,Recent,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001986247.json
1835567,"Pear Therapeutics, Inc.",,"Massachusetts, …tats-Unis",5123,Wholesale Pharmaceuticals ‚ùóÔ∏èReview,Pharmaceuticals,2022,FY,12694000,-75491000,-123350000,95129000,64544000,30585000,48301000,48311000,-113895000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001835567.json
1835567,"Pear Therapeutics, Inc.",,"Massachusetts, …tats-Unis",5123,Wholesale Pharmaceuticals ‚ùóÔ∏èReview,Pharmaceuticals,2021,FY,4208000,-65142000,-105685000,197160000,106726000,90434000,169567000,37041000,-109043000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001835567.json
1815903,"Petros Pharmaceuticals,¬†Inc.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2025,FY,,-2260022,-1458349,17605366,27189574,-9584208,8931054,,-1660088,,,,66.66666667,Recent,58.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001815903.json
1815903,"Petros Pharmaceuticals,¬†Inc.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2024,FY,5112043,-14318790,-17679650,10635310,18102888,-7467578,3709971,2615050,-2603051,,3204354,,100,Recent,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001815903.json
1815903,"Petros Pharmaceuticals,¬†Inc.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2023,FY,5822388,-8163188,-13617364,33795795,21315772,12071041,13300000,2409094,-7626529,,8971737,,100,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001815903.json
1815903,"Petros Pharmaceuticals,¬†Inc.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2022,FY,5992054,-20037573,-19915749,32421214,15718747,16702467,9426264,1740280,-12797325,,12244484,,100,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001815903.json
1815903,"Petros Pharmaceuticals,¬†Inc.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2021,FY,7811264,-8986676,-18048016,67390058,31845094,35544964,23847572,1788491,-11862031,,25293149,,100,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001815903.json
1169245,"PhaseBio Pharmaceuticals, Inc.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2022,FY,325000,-27806000,-43540000,22166000,139564000,-117398000,7804000,35275000,-33295000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001169245.json
1169245,"PhaseBio Pharmaceuticals, Inc.",,Delaware,5123,Wholesale Pharmaceuticals,Biotechnology,2021,FY,10831000,-131071000,-107362000,60540000,153574000,-93034000,41800000,102107000,-47416000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001169245.json
1169245,"PhaseBio Pharmaceuticals, Inc.",,Delaware,5123,Wholesale Pharmaceuticals,Biotechnology,2020,FY,320000,-98565000,-84856000,50357000,75559000,-25202000,28122000,72088000,-59957000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001169245.json
1169245,"PhaseBio Pharmaceuticals, Inc.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2019,FY,2361000,-39247000,-39736000,82494000,22516000,59978000,74025000,30911000,-39594000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001169245.json
1533040,Phio Pharmaceuticals Corp.,,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2025,FY,,-1769000,-1872000,13440000,1270000,12170000,13278000,886000,-1275000,,,,83.33333333,Recent,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001533040.json
1533040,Phio Pharmaceuticals Corp.,,Texas,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2024,FY,,-7150000,-7387000,5738000,1015000,4723000,5382000,3643000,-7112000,,,,83.33333333,Recent,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001533040.json
1533040,Phio Pharmaceuticals Corp.,,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2023,FY,,-10826000,-10824000,9364000,1634000,7730000,8490000,6332000,-10749000,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001533040.json
1533040,Phio Pharmaceuticals Corp.,,"Delaware, …tats-Unis",5123,Wholesale Pharmaceuticals,Pharmaceuticals,2022,FY,,-11480000,-11462000,12814000,1974000,10838000,11781000,7012000,-12129000,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001533040.json
1533040,Phio Pharmaceuticals Corp.,,"Massachusetts, …tats-Unis",5123,Wholesale Pharmaceuticals,Pharmaceuticals,2021,FY,,-13287000,-13511000,25170000,3238000,21932000,24057000,8886000,-11858000,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001533040.json
1533040,Phio Pharmaceuticals Corp.,,Massachusetts,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2020,FY,0,-8794000,-8793000,15739000,2722000,13017000,14244000,4431000,-8802000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001533040.json
1533040,Phio Pharmaceuticals Corp.,,Pennsylvanie,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2019,FY,21000,-8908000,-8987000,8039000,2291000,5748000,6934000,4300000,-8645000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001533040.json
1269021,"Portola Pharmaceuticals,¬†Inc.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2020,FY,26389000,-68771000,-58438000,513306000,441273000,,196235000,26089000,-71100000,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001269021.json
1269021,"Portola Pharmaceuticals,¬†Inc.",,"California, …tats-Unis",5123,Wholesale Pharmaceuticals,Pharmaceuticals,2019,FY,116640000,-290663000,-271284000,578483000,448658000,129825000,215229000,124627000,-237923000,,0,,100,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001269021.json
1661460,"Poseida Therapeutics, Inc.",,"Californie, …tats-Unis",2839,Miscellaneous Biological and Medicinal Products,Biotechnology,2024,FY,125863000,-35410000,-36591000,293577000,206366000,87211000,49340000,130382000,13721000,4228000,1320000,,100,Recent,91.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001661460.json
1661460,"Poseida Therapeutics, Inc.",,Califonnie,2839,Miscellaneous Biological and Medicinal Products,Biotechnology,2023,FY,64703000,-123430000,-129504000,273885000,170184000,103701000,44472000,156772000,-92167000,4228000,1320000,,100,Standard,91.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001661460.json
1661460,"Poseida Therapeutics, Inc.",,…tats-Unis,2839,Miscellaneous Biological and Medicinal Products,Biotechnology,2022,FY,130492000,-64002000,-59946000,351837000,164242000,187595000,81378000,152899000,-26772000,4228000,1320000,,100,Standard,91.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001661460.json
1661460,"Poseida Therapeutics, Inc.",,…tats-Unis,2839,Miscellaneous Biological and Medicinal Products,Biotechnology,2021,FY,31238000,-124974000,-141411000,269309000,113098000,156211000,206325000,136734000,-102543000,4228000,1320000,,100,Standard,91.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001661460.json
1661460,"Poseida Therapeutics, Inc.",,Californie,2839,Miscellaneous Biological and Medicinal Products,Pharmaceuticals,2020,FY,,-129775000,-126549000,371484000,109516000,261968000,83966000,103520000,-113328000,4228000,1320000,,83.33333333,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001661460.json
1446159,Predictive Oncology Inc.,,Delaware,8757,Precision Oncology Analytics,Diagnostics,2025,FY,,-2442873,-2287047,5868251,6014047,-145796,3087588,,,,49811,,66.66666667,Recent,58.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001446159.json
1446159,Predictive Oncology Inc.,,"Pennsylvania, …tats-Unis",8757,Precision Oncology Analytics,Biotechnology,2024,FY,,-12664388,-10939470,4972517,5175127,-202610,734673,25987,-6634072,,210113,,83.33333333,Recent,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001446159.json
1446159,Predictive Oncology Inc.,,Delaware,8757,Precision Oncology Analytics,Biotechnology,2023,FY,,-13983967,-14084233,14417249,6145469,8271780,8728660,188305,-13189390,,252457,,83.33333333,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001446159.json
1446159,Predictive Oncology Inc.,,Delaware,8757,Precision Oncology Analytics,Biotechnology,2022,FY,,-25737634,-26033652,25734644,3968752,21765892,22071523,320320,-12370800,0,253865,,83.33333333,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001446159.json
1446159,Predictive Oncology Inc.,,Arizona,8757,Precision Oncology Analytics,Biotechnology,2021,FY,,-19657174,-20428631,43771271,3505587,40265684,28202615,315850,-12208929,6857790,3962118,,83.33333333,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001446159.json
1446159,Predictive Oncology Inc.,,"Delaware, …tats-Unis",8757,Precision Oncology Analytics,Biotechnology,2020,FY,,-25884397,-25360037,13060436,10417755,2642681,678332,372710,-12257732,2813792,3398101,,83.33333333,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001446159.json
1446159,Predictive Oncology Inc.,,Delaware,8757,Precision Oncology Analytics,Biotechnology,2019,FY,,-19390766,-13774493,22375510,11144192,11231318,150831,422964,-8732451,15690290,3649412,,83.33333333,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001446159.json
1714798,Prevail Therapeutics Inc.,,Canada,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2020,FY,,-59262000,-60054000,134115000,21535000,112580000,81732000,36681000,-53235000,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001714798.json
1714798,Prevail Therapeutics Inc.,,…tats-Unis,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2019,FY,,-63188000,-65803000,187102000,21760000,165342000,168051000,48798000,-55754000,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001714798.json
1894562,"Prime Medicine, Inc.",,Massachusetts,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2025,FY,1454000,-51890000,-52392000,328163000,221239000,106924000,91877000,40562000,-48857000,,,,100,Recent,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001894562.json
1894562,"Prime Medicine, Inc.",,"Massachusetts, …tats-Unis",5123,Wholesale Pharmaceuticals,Biotechnology,2024,FY,2983000,-195882000,-202467000,297508000,144359000,153149000,182476000,155289000,-122865000,,,,100,Recent,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001894562.json
1894562,"Prime Medicine, Inc.",,Massachusetts,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2023,FY,,-198133000,-204792000,193851000,60780000,133071000,41574000,147905000,-165412000,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001894562.json
1894562,"Prime Medicine, Inc.",,Massachusetts,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2022,FY,0,-121821000,-116544000,360314000,44044000,316270000,187620000,86725000,-131827000,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001894562.json
1533743,"Processa Pharmaceuticals, Inc.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2025,FY,,-2834405,-2846990,4809574,1282966,3526608,2897072,1588540,-2729848,,,,83.33333333,Recent,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001533743.json
1533743,"Processa Pharmaceuticals, Inc.",,"Delaware, …tats-Unis",5123,Wholesale Pharmaceuticals,Pharmaceuticals,2024,FY,,-11850118,-12051206,3229289,1533118,1696171,1191325,7269146,-11245042,,,,83.33333333,Recent,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001533743.json
1533743,"Processa Pharmaceuticals, Inc.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2023,FY,0,-11121520,-11457061,5786643,797484,4989159,4706197,5799518,-8063346,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001533743.json
1533743,"Processa Pharmaceuticals, Inc.",,…tats-Unis,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2022,FY,0,-27424229,-27525431,8619851,1149110,7470741,6503595,11494230,-9605143,,7465266,,100,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001533743.json
1533743,"Processa Pharmaceuticals, Inc.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2021,FY,0,-11427534,-12133543,26463505,978405,25485100,16497581,6878021,-8717291,,8056638,,100,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001533743.json
1533743,"Processa Pharmaceuticals, Inc.",,Delaware,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2020,FY,,-14413788,-15136859,25214389,2274911,22939478,15416224,3172385,-3143196,,8847126,,83.33333333,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001533743.json
1533743,"Processa Pharmaceuticals, Inc.",,"Delaware, …tats-Unis",5123,Wholesale Pharmaceuticals,Pharmaceuticals,2019,FY,,-3357876,-3935482,10883134,2870584,8012550,691536,2320573,-2750145,,9642454,,83.33333333,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001533743.json
835887,Progenics Pharmaceuticals Inc,,"New York, …tats-Unis",5123,Wholesale Pharmaceuticals,Pharmaceuticals,2020,FY,,-16801000,-15886000,98344000,67731000,30613000,29531000,10367000,-7607000,17847000,6547000,,83.33333333,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0000835887.json
835887,Progenics Pharmaceuticals Inc,,New York,5123,Wholesale Pharmaceuticals,Pharmaceuticals,2019,FY,,-68552000,-66159000,119470000,72917000,46553000,42049000,49223000,-74698000,17847000,6823000,,83.33333333,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0000835887.json
1022899,"Protagenic Therapeutics, Inc.\new",,…tats-Unis,2836,Biological Products (Except Diagnostic),Biotechnology,2025,FY,0,-1440005,-1448108,988650,1076979,-88329,872960,880372,-1068017,,,,100,Recent,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001022899.json
1022899,"Protagenic Therapeutics, Inc.\new",,Delaware,2836,Biological Products (Except Diagnostic),Biotechnology,2024,FY,0,-5525344,-5700950,1955913,942759,1013154,1838469,3844984,-4216517,,,,100,Recent,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001022899.json
1022899,"Protagenic Therapeutics, Inc.\new",,Delaware,2836,Biological Products (Except Diagnostic),Biotechnology,2023,FY,0,-5000497,-4526974,4323369,655252,3668117,1287893,3319867,-3703776,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001022899.json
1022899,"Protagenic Therapeutics, Inc.\new",,Delaware,2836,Biological Products (Except Diagnostic),Biotechnology,2022,FY,0,-3555505,-3557788,8037420,1119862,6917558,215189,1589239,-1993814,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001022899.json
1022899,"Protagenic Therapeutics, Inc.\new",,Delaware,2836,Biological Products (Except Diagnostic),Pharmaceuticals,2021,FY,0,-4522934,-4140413,11059923,1117968,9941955,191674,1136790,-2798614,,,,100,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001022899.json
1022899,"Protagenic Therapeutics, Inc.\new",,Connecticut,2836,Biological Products (Except Diagnostic),Biotechnology,2020,FY,,-2548735,-2551611,879247,2028983,-1149736,671091,699797,-1348779,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001022899.json
1022899,"Protagenic Therapeutics, Inc.\new",,"Californie, …tats-Unis",2836,Biological Products (Except Diagnostic),Biotechnology,2019,FY,,-1750911,-2086130,842273,1476639,-634366,798623,807947,-487990,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001022899.json
1359931,"Protara Therapeutics, Inc.",,"Californie, …tats-Unis",8735,Regenerative Medicine Research ‚ùóÔ∏èReview,Biotechnology,2025,FY,,-11914000,-14124000,168559000,10075000,158484000,91461000,9148000,-14713000,,,,83.33333333,Recent,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001359931.json
1359931,"Protara Therapeutics, Inc.",,…tats-Unis,8735,Regenerative Medicine Research ‚ùóÔ∏èReview,Biotechnology,2024,FY,,-44596000,-49154000,181454000,14320000,167134000,162798000,31704000,-35808000,,,,83.33333333,Recent,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001359931.json
1359931,"Protara Therapeutics, Inc.",,Delaware,8735,Regenerative Medicine Research ‚ùóÔ∏èReview,Biotechnology,2023,FY,,-40420000,-43613000,78954000,10633000,68321000,39586000,24989000,-37557000,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001359931.json
1359931,"Protara Therapeutics, Inc.",,Maryland,8735,Regenerative Medicine Research ‚ùóÔ∏èReview,Biotechnology,2022,FY,,-65952000,-67062000,113290000,11207000,102083000,24127000,16808000,-26457000,29517000,,,83.33333333,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001359931.json
1359931,"Protara Therapeutics, Inc.",,Delaware,8735,Regenerative Medicine Research ‚ùóÔ∏èReview,Biotechnology,2021,FY,,-47252000,-47489000,172596000,10682000,161914000,35724000,21088000,-34502000,29517000,,,83.33333333,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001359931.json
1359931,"Protara Therapeutics, Inc.",,Delaware,8735,Regenerative Medicine Research ‚ùóÔ∏èReview,Biotechnology,2020,FY,,-33978000,-34444000,203157000,3914000,199243000,168598000,11982000,-23407000,29517000,,,83.33333333,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001359931.json
1359931,"Protara Therapeutics, Inc.",,Delaware,8735,Regenerative Medicine Research ‚ùóÔ∏èReview,Biotechnology,2019,FY,,-14992000,-15254000,6975000,583000,6392000,6181000,6438000,-15646000,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001359931.json
1625101,"Pulse Biosciences, Inc.",,"Californie, …tats-Unis",8071,Medical Laboratories,Diagnostics,2025,FY,0,-16795000,-18044000,133383000,14931000,118452000,119279000,10313000,-13521000,2791000,,,100,Recent,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001625101.json
1625101,"Pulse Biosciences, Inc.",,…tats-Unis,8071,Medical Laboratories,Biotechnology,2024,FY,0,-53585000,-56257000,132460000,17598000,114862000,118038000,32336000,-36343000,2791000,,,100,Recent,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001625101.json
1625101,"Pulse Biosciences, Inc.",,Californie,8071,Medical Laboratories,Biotechnology,2023,FY,0,-42210000,-43574000,59154000,14794000,44360000,44365000,27797000,-33041000,2791000,,,100,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001625101.json
1625101,"Pulse Biosciences, Inc.",,…tats-Unis,8071,Medical Laboratories,Biotechnology,2022,FY,700000,-58505000,-58057000,77877000,80125000,-2248000,61139000,20839000,-47013000,2791000,,,100,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001625101.json
1625101,"Pulse Biosciences, Inc.",,Delaware,8071,Medical Laboratories,Biotechnology,2021,FY,574000,-63660000,-63014000,54249000,18559000,35690000,28614000,28640000,-54097000,2791000,,,100,Standard,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001625101.json
1625101,"Pulse Biosciences, Inc.",,"Californie, …tats-Unis",8071,Medical Laboratories,Biotechnology,2020,FY,,-49851000,-49851000,41293000,18399000,22894000,12463000,26444000,-35365000,2791000,,,83.33333333,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001625101.json
1625101,"Pulse Biosciences, Inc.",,Delaware,8071,Medical Laboratories,Biotechnology,2019,FY,,-46971000,-46971000,41915000,11178000,30737000,6899000,24961000,-34185000,2791000,,,83.33333333,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001625101.json
1782223,"Pyxis Oncology, Inc.",,Delaware (…tats-Unis),8073,Clinical Research Organizations,Biotechnology,2025,FY,16146000,-21158000,-22914000,135867000,32764000,103103000,12759000,17044000,-22535000,,2544000,,100,Recent,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001782223.json
1782223,"Pyxis Oncology, Inc.",,Massachusetts,8073,Clinical Research Organizations,Biotechnology,2024,FY,16146000,-77331000,-89460000,157181000,36430000,120751000,19473000,58747000,-57672000,,2600000,,100,Recent,83.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001782223.json
1782223,"Pyxis Oncology, Inc.",,"Massachusetts, …tats-Unis",8073,Clinical Research Organizations,Biotechnology,2023,FY,,-73790000,-82196000,173726000,48022000,125704000,9664000,49586000,-70709000,,24308000,,83.33333333,Standard,75,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001782223.json
1782223,"Pyxis Oncology, Inc.",,Massachusetts,8073,Clinical Research Organizations,Biotechnology,2022,FY,,-120717000,-123481000,211379000,50555000,160824000,179293000,86129000,-89335000,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001782223.json
1782223,"Pyxis Oncology, Inc.",,"Massachusetts, …tats-Unis",8073,Clinical Research Organizations,Biotechnology,2021,FY,,-75975000,-69717000,280021000,18708000,261313000,274735000,51054000,-35326000,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001782223.json
1787123,QLY BIOTECH GROUP CORP.,,…tats-Unis,8730,Biotechnology Services,Biotechnology,2023,FY,0,-20788,-20788,0,19668,-19668,,,-15937,,,,66.66666667,Standard,58.33333333,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001787123.json
1787123,QLY BIOTECH GROUP CORP.,,…tats-Unis,8730,Biotechnology Services,Biotechnology,2022,FY,0,-14112,14112,0,0,0,0,,-14210,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001787123.json
1787123,QLY BIOTECH GROUP CORP.,,Hong Kong,8730,Biotechnology Services,Biotechnology,2021,FY,4000,-29503,29503,7159,13122,-5963,5169,,-26265,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001787123.json
1787123,QLY BIOTECH GROUP CORP.,,…tats-Unis,8730,Biotechnology Services,Biotechnology,2020,FY,4000,-5332,6310,31337,7797,23540,27634,,-3896,,,,83.33333333,Standard,66.66666667,C:\Users\zizot\Desktop\ODF\ABI\Plateform\MarketResearch\sec_edgar_data\CIK0001787123.json
